order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
2695,"","","","",tools,Wallet,1,100,2022-02-21T12:26:23.405-06:00,US,Delta,Amazon,"",Y,""
2696,"","","","",tools,Wallet,1,100,2022-01-19T23:26:23.404-06:00,US,Bravo,Etsy,"",Y,""
2697,"","","","",clothing,Credit Card,1,100,2022-01-01T19:26:23.370-06:00,US,Charlie,Amazon,"",Y,""
2698,"","","","",food,Credit Card,1,100,2022-01-30T12:26:23.404-06:00,Canada,Bravo,Alibaba,"",Y,""
2699,"","","","",electronics,Credit Card,4,100,2022-02-27T07:26:23.405-06:00,US,Bravo,Walmart,"",Y,""
2700,"","","","",books,Wallet,2,100,2022-02-24T14:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
2701,"","","","",books,Wallet,1,100,2022-01-30T14:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
2702,"","","","",clothing,Credit Card,1,100,2022-01-13T00:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
2703,"","","","",electronics,Wallet,1,100,2022-03-17T20:26:23.405-05:00,US,Charlie,Amazon,"",Y,""
2704,"","","","",tools,UPI,1,100,2022-03-12T02:26:23.405-06:00,US,Echo,eBay,"",Y,""
2705,"","","","",food,UPI,1,100,2022-01-31T09:26:23.404-06:00,US,Bravo,Alibaba,"",Y,""
2706,"","","","",electronics,Wallet,1,100,2022-02-04T08:26:23.404-06:00,US,Charlie,Amazon,"",N,Invalid transaction data
2707,"","","","",electronics,Credit Card,1,100,2022-03-06T21:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
2708,"","","","",tools,Internet Banking,1,100,2022-01-18T18:26:23.404-06:00,US,Delta,eBay,"",Y,""
2709,"","","","",electronics,Credit Card,1,100,2022-01-07T13:26:23.404-06:00,Australia,Bravo,Amazon,"",Y,""
2710,"","","","",clothing,Credit Card,1,100,2022-02-10T12:26:23.405-06:00,Canada,Charlie,Walmart,"",Y,""
2711,"","","","",books,Credit Card,1,100,2022-01-15T00:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
2712,"","","","",electronics,Credit Card,1,100,2022-03-27T03:26:23.406-05:00,US,Bravo,Walmart,"",Y,""
2713,"","","","",clothing,Internet Banking,1,100,2022-03-08T01:26:23.405-06:00,Australia,Alpha,Walmart,"",Y,""
2714,"","","","",electronics,Wallet,1,100,2022-02-04T20:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
2715,"","","","",electronics,Wallet,1,100,2022-02-11T04:26:23.405-06:00,US,Alpha,eBay,"",Y,""
2716,"","","","",food,Credit Card,1,100,2022-01-03T09:26:23.403-06:00,Canada,Bravo,Amazon,"",Y,""
2717,"","","","",food,Wallet,1,100,2022-03-07T06:26:23.405-06:00,Canada,Echo,eBay,"",Y,""
2718,"","","","",electronics,Credit Card,1,100,2022-03-27T21:26:23.406-05:00,US,Bravo,Walmart,"",Y,""
2719,"","","","",electronics,Credit Card,1,100,2022-01-05T15:26:23.404-06:00,US,Delta,Alibaba,"",Y,""
2720,"","","","",electronics,Credit Card,1,100,2022-03-21T21:26:23.405-05:00,US,Charlie,Etsy,"",Y,""
2721,"","","","",food,Wallet,1,100,2022-03-29T16:26:23.406-05:00,UK,Alpha,Walmart,"",Y,""
2722,"","","","",electronics,UPI,1,100,2022-03-29T18:26:23.406-05:00,US,Charlie,Amazon,"",Y,""
2723,"","","","",electronics,Credit Card,1,100,2022-01-02T04:26:23.403-06:00,US,Alpha,Amazon,"",Y,""
2724,"","","","",electronics,Credit Card,1,100,2022-02-20T20:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
2725,"","","","",electronics,Wallet,1,100,2022-02-07T17:26:23.404-06:00,US,Alpha,Etsy,"",Y,""
2726,"","","","",electronics,Wallet,1,100,2022-02-24T02:26:23.405-06:00,Canada,Charlie,Walmart,"",Y,""
2727,"","","","",tools,Wallet,1,100,2022-02-04T00:26:23.404-06:00,Canada,Charlie,Alibaba,"",Y,""
2728,"","","","",electronics,Credit Card,1,100,2022-01-24T16:26:23.404-06:00,Australia,Alpha,Walmart,"",Y,""
2729,"","","","",tools,Wallet,1,100,2022-01-07T10:26:23.404-06:00,US,Delta,Amazon,"",Y,""
2730,"","","","",electronics,Wallet,1,100,2022-03-27T19:26:23.406-05:00,UK,Delta,Amazon,"",Y,""
2731,"","","","",electronics,Wallet,1,100,2022-03-01T16:26:23.405-06:00,US,Charlie,Walmart,"",N,Invalid transaction data
2732,"","","","",food,Credit Card,1,100,2022-03-24T11:26:23.406-05:00,US,Alpha,eBay,"",Y,""
2733,"","","","",tools,Credit Card,1,100,2022-01-01T16:26:23.370-06:00,US,Bravo,Amazon,"",Y,""
2734,"","","","",electronics,Wallet,2,100,2022-01-18T07:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
2735,"","","","",clothing,UPI,1,100,2022-01-08T18:26:23.404-06:00,UK,Alpha,Walmart,"",Y,""
2736,"","","","",electronics,Credit Card,1,100,2022-03-22T22:26:23.406-05:00,US,Delta,Amazon,"",Y,""
2737,"","","","",electronics,Credit Card,1,100,2022-01-28T02:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
2738,"","","","",electronics,Wallet,1,100,2022-03-05T06:26:23.405-06:00,US,Echo,Walmart,"",Y,""
2739,"","","","",clothing,Credit Card,2,100,2022-01-20T08:26:23.404-06:00,US,Delta,Walmart,"",Y,""
2740,"","","","",electronics,Credit Card,1,100,2022-03-12T01:26:23.405-06:00,US,Alpha,Walmart,"",N,Connection dropped
2741,"","","","",electronics,Credit Card,1,100,2022-03-05T13:26:23.405-06:00,US,Delta,eBay,"",Y,""
2742,"","","","",electronics,Credit Card,1,100,2022-03-07T21:26:23.405-06:00,Australia,Delta,Walmart,"",Y,""
2743,"","","","",electronics,Credit Card,1,100,2022-01-10T08:26:23.404-06:00,Australia,Bravo,eBay,"",Y,""
2744,"","","","",tools,Credit Card,1,100,2022-03-23T16:26:23.406-05:00,UK,Alpha,eBay,"",Y,""
2745,"","","","",tools,Credit Card,1,100,2022-02-04T09:26:23.404-06:00,UK,Charlie,Amazon,"",Y,""
2746,"","","","",tools,Wallet,1,100,2022-03-08T22:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
2747,"","","","",clothing,Wallet,1,100,2022-02-23T12:26:23.405-06:00,US,Charlie,eBay,"",Y,""
2748,"","","","",clothing,Credit Card,1,100,2022-03-03T14:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
2749,"","","","",electronics,Wallet,1,100,2022-02-27T22:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
2750,"","","","",electronics,Wallet,1,100,2022-03-20T06:26:23.405-05:00,US,Bravo,Amazon,"",Y,""
2751,"","","","",tools,Internet Banking,1,100,2022-01-25T04:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
2752,"","","","",electronics,Credit Card,1,100,2022-02-11T01:26:23.405-06:00,Canada,Echo,eBay,"",Y,""
2753,"","","","",electronics,Credit Card,1,100,2022-01-12T18:26:23.404-06:00,US,Charlie,Etsy,"",Y,""
2754,"","","","",electronics,Credit Card,1,100,2022-02-13T04:26:23.405-06:00,US,Delta,Walmart,"",Y,""
2755,"","","","",electronics,Credit Card,1,100,2022-01-24T00:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
2756,"","","","",electronics,Credit Card,1,100,2022-03-19T05:26:23.405-05:00,US,Bravo,Amazon,"",Y,""
2757,"","","","",electronics,Credit Card,1,100,2022-03-03T02:26:23.405-06:00,US,Echo,Amazon,"",Y,""
2758,"","","","",electronics,Wallet,1,100,2022-01-12T10:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2759,"","","","",electronics,Credit Card,1,100,2022-01-18T22:26:23.404-06:00,US,Charlie,eBay,"",Y,""
2760,"","","","",books,Wallet,1,100,2022-01-01T21:26:23.370-06:00,Australia,Delta,Etsy,"",Y,""
2761,"","","","",electronics,Credit Card,1,100,2022-03-28T06:26:23.406-05:00,US,Charlie,Etsy,"",Y,""
2762,"","","","",books,Wallet,1,100,2022-03-13T19:26:23.405-05:00,Australia,Echo,Amazon,"",Y,""
2763,"","","","",tools,Wallet,1,100,2022-01-29T05:26:23.404-06:00,US,Alpha,eBay,"",Y,""
2764,"","","","",electronics,Wallet,4,100,2022-01-01T11:26:23.370-06:00,US,Alpha,Amazon,"",Y,""
2765,"","","","",tools,Credit Card,1,100,2022-01-17T23:26:23.404-06:00,UK,Delta,eBay,"",Y,""
2766,"","","","",electronics,Wallet,1,100,2022-02-11T23:26:23.405-06:00,US,Echo,Etsy,"",Y,""
2767,"","","","",electronics,Credit Card,1,100,2022-02-18T04:26:23.405-06:00,US,Delta,eBay,"",Y,""
2768,"","","","",books,Credit Card,1,100,2022-01-15T16:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2769,"","","","",electronics,Credit Card,1,100,2022-01-22T09:26:23.404-06:00,US,Echo,Amazon,"",Y,""
2770,"","","","",electronics,Internet Banking,1,100,2022-03-12T18:26:23.405-06:00,Canada,Bravo,Walmart,"",Y,""
2771,"","","","",electronics,Credit Card,1,100,2022-01-06T22:26:23.404-06:00,US,Echo,Walmart,"",Y,""
2772,"","","","",electronics,Wallet,1,100,2022-01-17T16:26:23.404-06:00,US,Alpha,Etsy,"",Y,""
2773,"","","","",tools,Wallet,1,100,2022-02-01T12:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
2774,"","","","",clothing,Wallet,1,100,2022-03-25T12:26:23.406-05:00,US,Alpha,Amazon,"",Y,""
2775,"","","","",clothing,Credit Card,1,100,2022-02-21T04:26:23.405-06:00,New Zealand,Alpha,Amazon,"",Y,""
2776,"","","","",electronics,Internet Banking,1,100,2022-03-25T13:26:23.406-05:00,US,Echo,Walmart,"",Y,""
2777,"","","","",electronics,Internet Banking,3,100,2022-02-06T19:26:23.404-06:00,US,Delta,eBay,"",Y,""
2778,"","","","",clothing,Credit Card,1,100,2022-02-21T07:26:23.405-06:00,US,Charlie,Walmart,"",Y,""
2779,"","","","",food,Credit Card,1,100,2022-02-12T05:26:23.405-06:00,UK,Alpha,eBay,"",Y,""
2780,"","","","",books,Wallet,1,100,2022-03-03T02:26:23.405-06:00,US,Alpha,Amazon,"",N,Payment system failure
2781,"","","","",books,Credit Card,2,100,2022-02-03T08:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
2782,"","","","",books,UPI,1,100,2022-01-20T21:26:23.404-06:00,Australia,Bravo,eBay,"",Y,""
2783,"","","","",tools,Wallet,1,100,2022-02-15T15:26:23.405-06:00,UK,Echo,Amazon,"",Y,""
2784,"","","","",electronics,Credit Card,1,100,2022-01-21T19:26:23.404-06:00,US,Delta,Walmart,"",Y,""
2785,"","","","",electronics,Wallet,1,100,2022-01-03T18:26:23.403-06:00,UK,Echo,Walmart,"",Y,""
2786,"","","","",tools,Internet Banking,1,100,2022-02-21T21:26:23.405-06:00,Australia,Alpha,Etsy,"",Y,""
2787,"","","","",electronics,Wallet,1,100,2022-01-04T04:26:23.403-06:00,Australia,Bravo,Amazon,"",Y,""
2788,"","","","",electronics,Credit Card,1,100,2022-01-01T16:26:23.370-06:00,US,Bravo,Amazon,"",Y,""
2789,"","","","",tools,Wallet,1,100,2022-02-07T04:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
2790,"","","","",food,Credit Card,1,100,2022-02-09T11:26:23.405-06:00,Australia,Delta,Amazon,"",Y,""
2791,"","","","",books,Credit Card,1,100,2022-01-24T17:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
2792,"","","","",electronics,UPI,1,100,2022-01-30T11:26:23.404-06:00,US,Echo,eBay,"",Y,""
2793,"","","","",electronics,Credit Card,1,100,2022-01-25T15:26:23.404-06:00,UK,Delta,Amazon,"",Y,""
2794,"","","","",food,Credit Card,1,100,2022-01-23T21:26:23.404-06:00,Australia,Bravo,Amazon,"",Y,""
2795,"","","","",electronics,Credit Card,1,100,2022-03-15T21:26:23.405-05:00,US,Charlie,Amazon,"",Y,""
2796,"","","","",electronics,Wallet,1,100,2022-02-16T07:26:23.405-06:00,US,Bravo,Walmart,"",Y,""
2797,"","","","",electronics,Credit Card,1,100,2022-02-20T23:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
2798,"","","","",electronics,Wallet,1,100,2022-02-22T23:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
2799,"","","","",tools,Wallet,1,100,2022-03-15T21:26:23.405-05:00,US,Delta,Walmart,"",Y,""
2800,"","","","",electronics,Credit Card,1,100,2022-01-11T04:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
2801,"","","","",clothing,Wallet,2,100,2022-03-10T04:26:23.405-06:00,US,Alpha,Amazon,"",Y,""
2802,"","","","",tools,Wallet,1,100,2022-03-13T10:26:23.405-05:00,Australia,Echo,Walmart,"",Y,""
2803,"","","","",clothing,Wallet,1,100,2022-03-06T23:26:23.405-06:00,UK,Charlie,Amazon,"",Y,""
2804,"","","","",electronics,Internet Banking,1,100,2022-02-07T01:26:23.404-06:00,US,Bravo,Amazon,"",N,Invalid transaction data
2805,"","","","",electronics,Wallet,1,100,2022-02-16T03:26:23.405-06:00,US,Alpha,eBay,"",Y,""
2806,"","","","",electronics,Credit Card,2,100,2022-02-05T19:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2807,"","","","",tools,Wallet,1,100,2022-01-19T00:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
2808,"","","","",electronics,Wallet,1,100,2022-02-22T20:26:23.405-06:00,US,Delta,eBay,"",Y,""
2809,"","","","",food,Credit Card,1,100,2022-02-23T08:26:23.405-06:00,US,Echo,Amazon,"",Y,""
2810,"","","","",electronics,Credit Card,1,100,2022-01-06T23:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
2811,"","","","",clothing,UPI,1,100,2022-01-06T18:26:23.404-06:00,UK,Bravo,Amazon,"",Y,""
2812,"","","","",clothing,Wallet,1,100,2022-03-25T00:26:23.406-05:00,UK,Alpha,Amazon,"",Y,""
2813,"","","","",clothing,Credit Card,1,100,2022-03-10T23:26:23.405-06:00,Australia,Alpha,Walmart,"",Y,""
2814,"","","","",electronics,Credit Card,1,100,2022-03-15T20:26:23.405-05:00,US,Delta,Amazon,"",Y,""
2815,"","","","",electronics,Credit Card,1,100,2022-02-12T01:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
2816,"","","","",electronics,Wallet,1,100,2022-01-13T12:26:23.404-06:00,US,Echo,Etsy,"",Y,""
2817,"","","","",electronics,Internet Banking,1,100,2022-03-22T09:26:23.406-05:00,US,Alpha,Amazon,"",Y,""
2818,"","","","",electronics,Credit Card,1,100,2022-03-12T02:26:23.405-06:00,Australia,Echo,Amazon,"",Y,""
2819,"","","","",books,Credit Card,1,100,2022-03-02T20:26:23.405-06:00,UK,Bravo,Amazon,"",Y,""
2820,"","","","",food,Wallet,1,100,2022-02-23T17:26:23.405-06:00,US,Alpha,Etsy,"",Y,""
2821,"","","","",books,Credit Card,1,100,2022-01-13T06:26:23.404-06:00,Australia,Echo,Walmart,"",Y,""
2822,"","","","",tools,Wallet,1,100,2022-01-09T18:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
2823,"","","","",food,Internet Banking,1,100,2022-03-05T13:26:23.405-06:00,US,Alpha,Amazon,"",Y,""
2824,"","","","",electronics,Credit Card,1,100,2022-02-10T12:26:23.405-06:00,Australia,Bravo,Amazon,"",N,Unknown error
2825,"","","","",electronics,Wallet,1,100,2022-03-01T23:26:23.405-06:00,US,Echo,Walmart,"",Y,""
2826,"","","","",electronics,Credit Card,1,100,2022-02-13T14:26:23.405-06:00,US,Echo,Etsy,"",Y,""
2827,"","","","",electronics,Credit Card,1,100,2022-03-27T06:26:23.406-05:00,US,Charlie,Amazon,"",Y,""
2828,"","","","",books,UPI,1,100,2022-01-19T11:26:23.404-06:00,UK,Delta,Amazon,"",Y,""
2829,"","","","",electronics,Wallet,1,100,2022-02-01T04:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2830,"","","","",tools,Credit Card,1,100,2022-03-25T13:26:23.406-05:00,US,Delta,Walmart,"",Y,""
2831,"","","","",tools,Credit Card,1,100,2022-03-13T20:26:23.405-05:00,UK,Charlie,Alibaba,"",Y,""
2832,"","","","",electronics,Credit Card,1,100,2022-03-06T01:26:23.405-06:00,US,Bravo,eBay,"",Y,""
2833,"","","","",electronics,Wallet,1,100,2022-01-06T23:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
2834,"","","","",food,Wallet,1,100,2022-02-22T12:26:23.405-06:00,Canada,Delta,Amazon,"",Y,""
2835,"","","","",electronics,UPI,1,100,2022-03-21T18:26:23.405-05:00,US,Echo,Walmart,"",Y,""
2836,"","","","",books,Wallet,1,100,2022-01-02T12:26:23.403-06:00,US,Charlie,Walmart,"",Y,""
2837,"","","","",books,Credit Card,1,100,2022-03-25T22:26:23.406-05:00,US,Alpha,Walmart,"",Y,""
2838,"","","","",food,Credit Card,1,100,2022-01-29T18:26:23.404-06:00,US,Charlie,Etsy,"",Y,""
2839,"","","","",electronics,Credit Card,1,100,2022-02-10T01:26:23.405-06:00,Australia,Alpha,eBay,"",Y,""
2840,"","","","",electronics,Credit Card,1,100,2022-01-22T04:26:23.404-06:00,UK,Delta,Amazon,"",Y,""
2841,"","","","",food,Wallet,1,100,2022-01-20T18:26:23.404-06:00,Canada,Bravo,Walmart,"",N,Connection dropped
2842,"","","","",tools,Internet Banking,2,100,2022-02-07T14:26:23.404-06:00,US,Alpha,eBay,"",Y,""
2843,"","","","",tools,Wallet,1,100,2022-03-05T21:26:23.405-06:00,US,Echo,Walmart,"",Y,""
2844,"","","","",tools,Credit Card,1,100,2022-01-16T21:26:23.404-06:00,Canada,Charlie,Walmart,"",Y,""
2845,"","","","",electronics,Credit Card,1,100,2022-03-10T23:26:23.405-06:00,UK,Alpha,Walmart,"",Y,""
2846,"","","","",electronics,Credit Card,1,100,2022-01-21T18:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2847,"","","","",clothing,UPI,1,100,2022-02-25T00:26:23.405-06:00,Canada,Charlie,eBay,"",Y,""
2848,"","","","",electronics,Internet Banking,1,100,2022-01-22T12:26:23.404-06:00,US,Delta,Alibaba,"",Y,""
2849,"","","","",books,Wallet,1,100,2022-01-12T01:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2850,"","","","",electronics,Wallet,2,100,2022-03-26T23:26:23.406-05:00,US,Alpha,eBay,"",Y,""
2851,"","","","",electronics,Credit Card,1,100,2022-03-06T08:26:23.405-06:00,US,Bravo,eBay,"",Y,""
2852,"","","","",clothing,Credit Card,1,100,2022-01-21T20:26:23.404-06:00,US,Bravo,Walmart,"",Y,""
2853,"","","","",books,Credit Card,1,100,2022-03-30T18:26:23.406-05:00,US,Alpha,Amazon,"",N,Invalid transaction data
2854,"","","","",food,Credit Card,1,100,2022-03-06T04:26:23.405-06:00,US,Echo,Walmart,"",Y,""
2855,"","","","",electronics,Wallet,1,100,2022-02-28T16:26:23.405-06:00,US,Alpha,Etsy,"",Y,""
2856,"","","","",clothing,Credit Card,1,100,2022-01-14T22:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2857,"","","","",electronics,Wallet,1,100,2022-02-18T17:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
2858,"","","","",electronics,Credit Card,1,100,2022-01-18T07:26:23.404-06:00,US,Delta,Amazon,"",Y,""
2859,"","","","",clothing,Wallet,1,100,2022-02-02T08:26:23.404-06:00,UK,Alpha,Walmart,"",Y,""
2860,"","","","",electronics,Credit Card,1,100,2022-02-09T17:26:23.405-06:00,UK,Alpha,Amazon,"",Y,""
2861,"","","","",electronics,Credit Card,1,100,2022-03-20T00:26:23.405-05:00,US,Delta,eBay,"",Y,""
2862,"","","","",tools,Wallet,1,100,2022-03-20T23:26:23.405-05:00,US,Alpha,Amazon,"",Y,""
2863,"","","","",food,Credit Card,1,100,2022-01-10T05:26:23.404-06:00,UK,Delta,eBay,"",Y,""
2864,"","","","",food,Credit Card,3,100,2022-01-05T19:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
2865,"","","","",electronics,Credit Card,1,100,2022-01-13T06:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
2866,"","","","",electronics,Wallet,1,100,2022-03-09T00:26:23.405-06:00,US,Alpha,Amazon,"",Y,""
2867,"","","","",clothing,Wallet,1,100,2022-01-12T21:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
2868,"","","","",books,Wallet,1,100,2022-02-08T16:26:23.405-06:00,Canada,Alpha,Walmart,"",Y,""
2869,"","","","",electronics,Internet Banking,1,100,2022-02-21T07:26:23.405-06:00,US,Alpha,eBay,"",Y,""
2870,"","","","",books,Wallet,1,100,2022-02-18T10:26:23.405-06:00,US,Delta,Walmart,"",Y,""
2871,"","","","",clothing,Credit Card,1,100,2022-02-10T06:26:23.405-06:00,UK,Alpha,Amazon,"",Y,""
2872,"","","","",tools,Credit Card,1,100,2022-01-14T23:26:23.404-06:00,UK,Alpha,Amazon,"",Y,""
2873,"","","","",books,Credit Card,1,100,2022-01-19T19:26:23.404-06:00,US,Echo,Amazon,"",Y,""
2874,"","","","",clothing,Credit Card,2,100,2022-03-27T15:26:23.406-05:00,US,Charlie,Walmart,"",Y,""
2875,"","","","",electronics,Wallet,1,100,2022-03-28T07:26:23.406-05:00,US,Alpha,eBay,"",Y,""
2876,"","","","",electronics,UPI,1,100,2022-02-17T06:26:23.405-06:00,US,Bravo,Walmart,"",Y,""
2877,"","","","",electronics,Credit Card,2,100,2022-03-10T19:26:23.405-06:00,US,Bravo,eBay,"",Y,""
2878,"","","","",electronics,Credit Card,1,100,2022-01-25T03:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2879,"","","","",tools,Wallet,2,100,2022-02-08T20:26:23.405-06:00,US,Bravo,Walmart,"",Y,""
2880,"","","","",food,Credit Card,1,100,2022-01-29T06:26:23.404-06:00,US,Bravo,Amazon,"",Y,""
2881,"","","","",clothing,UPI,1,100,2022-03-26T01:26:23.406-05:00,Canada,Bravo,Amazon,"",Y,""
2882,"","","","",food,Wallet,5,100,2022-02-18T05:26:23.405-06:00,US,Delta,Etsy,"",Y,""
2883,"","","","",food,UPI,1,100,2022-03-17T00:26:23.405-05:00,US,Echo,Amazon,"",Y,""
2884,"","","","",electronics,Wallet,1,100,2022-02-18T02:26:23.405-06:00,US,Charlie,eBay,"",Y,""
2885,"","","","",clothing,UPI,1,100,2022-03-03T01:26:23.405-06:00,Canada,Bravo,Walmart,"",Y,""
2886,"","","","",electronics,Credit Card,1,100,2022-01-08T23:26:23.404-06:00,US,Charlie,eBay,"",Y,""
2887,"","","","",books,Wallet,1,100,2022-02-27T15:26:23.405-06:00,UK,Delta,Alibaba,"",Y,""
2888,"","","","",tools,Credit Card,1,100,2022-02-16T18:26:23.405-06:00,US,Echo,Walmart,"",Y,""
2889,"","","","",electronics,Credit Card,1,100,2022-02-07T13:26:23.404-06:00,US,Bravo,Alibaba,"",Y,""
2890,"","","","",electronics,Credit Card,1,100,2022-03-28T16:26:23.406-05:00,US,Delta,Walmart,"",Y,""
2891,"","","","",books,Wallet,2,100,2022-02-16T12:26:23.405-06:00,Canada,Delta,eBay,"",Y,""
2892,"","","","",tools,Wallet,1,100,2022-02-27T00:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
2893,"","","","",electronics,Wallet,1,100,2022-03-08T17:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
2894,"","","","",books,Credit Card,1,100,2022-01-13T20:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
2895,"","","","",electronics,UPI,1,100,2022-03-14T12:26:23.405-05:00,US,Delta,Walmart,"",Y,""
2896,"","","","",electronics,Credit Card,1,100,2022-01-18T11:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
2897,"","","","",electronics,Credit Card,1,100,2022-02-28T16:26:23.405-06:00,Canada,Bravo,Amazon,"",Y,""
2898,"","","","",books,Credit Card,1,100,2022-03-06T21:26:23.405-06:00,US,Alpha,Walmart,"",Y,""
2899,"","","","",books,Wallet,1,100,2022-01-07T00:26:23.404-06:00,US,Alpha,Walmart,"",Y,""
2900,"","","","",books,Credit Card,1,100,2022-02-22T06:26:23.405-06:00,US,Delta,Walmart,"",Y,""
2901,"","","","",books,Credit Card,1,100,2022-02-12T20:26:23.405-06:00,US,Delta,Amazon,"",Y,""
2902,"","","","",clothing,Internet Banking,1,100,2022-02-12T16:26:23.405-06:00,US,Bravo,Amazon,"",Y,""
2903,"","","","",electronics,Internet Banking,1,100,2022-02-05T19:26:23.404-06:00,US,Echo,Walmart,"",Y,""
2904,"","","","",food,Internet Banking,1,100,2022-03-12T09:26:23.405-06:00,US,Charlie,Amazon,"",Y,""
2905,"","","","",electronics,Credit Card,1,100,2022-02-11T21:26:23.405-06:00,Australia,Charlie,Amazon,"",Y,""
2906,"","","","",clothing,Credit Card,2,100,2022-03-13T04:26:23.405-05:00,US,Alpha,Amazon,"",Y,""
2907,"","","","",tools,Internet Banking,1,100,2022-01-06T14:26:23.404-06:00,US,Charlie,Amazon,"",Y,""
2908,"","","","",clothing,Credit Card,1,100,2022-03-26T05:26:23.406-05:00,US,Delta,Amazon,"",Y,""
2909,"","","","",clothing,Credit Card,1,100,2022-02-05T09:26:23.404-06:00,US,Delta,Walmart,"",Y,""
2910,"","","","",electronics,Credit Card,1,100,2022-03-04T20:26:23.405-06:00,US,Alpha,Amazon,"",Y,""
2911,"","","","",clothing,Credit Card,1,100,2022-02-28T22:26:23.405-06:00,US,Bravo,eBay,"",Y,""
2912,"","","","",electronics,Credit Card,1,100,2022-01-12T21:26:23.404-06:00,US,Delta,Walmart,"",Y,""
2913,"","","","",electronics,Credit Card,1,100,2022-02-28T20:26:23.405-06:00,US,Delta,Walmart,"",Y,""
2914,"","","","",books,Wallet,1,100,2022-02-16T23:26:23.405-06:00,US,Bravo,eBay,"",Y,""
2915,"","","","",electronics,Credit Card,2,100,2022-01-21T03:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
2916,"","","","",electronics,UPI,1,100,2022-02-13T05:26:23.405-06:00,US,Delta,eBay,"",Y,""
2917,"","","","",electronics,Credit Card,1,100,2022-01-12T13:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
2918,"","","","",electronics,Credit Card,1,100,2022-03-25T19:26:23.406-05:00,US,Charlie,Amazon,"",Y,""
2919,"","","","",clothing,Credit Card,1,100,2022-02-03T11:26:23.404-06:00,Australia,Alpha,Etsy,"",Y,""
2920,"","","","",electronics,UPI,1,100,2022-03-01T22:26:23.405-06:00,US,Charlie,Walmart,"",Y,""
2921,"","","","",electronics,Wallet,2,100,2022-01-16T12:26:23.404-06:00,US,Delta,Amazon,"",Y,""
2922,"","","","",electronics,Credit Card,1,100,2022-03-21T14:26:23.405-05:00,UK,Bravo,eBay,"",Y,""
2923,"","","","",electronics,Credit Card,1,100,2022-01-27T20:26:23.404-06:00,US,Charlie,Walmart,"",Y,""
2924,"","","","",electronics,Credit Card,1,100,2022-02-19T02:26:23.405-06:00,US,Delta,Amazon,"",Y,""
2925,"","","","",electronics,Internet Banking,1,100,2022-03-27T16:26:23.406-05:00,US,Delta,Amazon,"",Y,""
2926,"","","","",electronics,UPI,1,100,2022-03-24T13:26:23.406-05:00,US,Charlie,Amazon,"",Y,""
2927,"","","","",food,Credit Card,1,100,2022-03-05T00:26:23.405-06:00,Canada,Bravo,eBay,"",Y,""
2928,"","","","",books,Internet Banking,1,100,2022-01-07T17:26:23.404-06:00,UK,Echo,Alibaba,"",Y,""
2929,"","","","",electronics,Credit Card,1,100,2022-01-05T11:26:23.404-06:00,US,Alpha,Amazon,"",Y,""
